# Region type : patch inlet
# Faces  :   4
# Area   :   1.000000e-02
# Time       	sum(phi)
1.42         	-1.188000e-02
1.425        	-1.188000e-02
1.43         	-1.188000e-02
1.435        	-1.188000e-02
1.44         	-1.188000e-02
1.445        	-1.188000e-02
1.45         	-1.188000e-02
1.455        	-1.188000e-02
1.46         	-1.188000e-02
1.465        	-1.188000e-02
1.47         	-1.188000e-02
1.475        	-1.188000e-02
1.48         	-1.188000e-02
1.485        	-1.188000e-02
1.49         	-1.188000e-02
1.495        	-1.188000e-02
1.5          	-1.188000e-02
