# time expDrag(X Y Z) totDrag(X Y Z)
0.1023 -3.8087528196266e-06 3.96174828679857e-05 0.0105863058590368 -1.5554768409182e-06 8.56547609431659e-05 0.0175858607847928
0.1024 -3.8087528196266e-06 3.96174828679857e-05 0.0105863058590368 -7.32573680822349e-07 8.88218744812311e-05 0.0175667594218277
0.1025 -3.8087528196266e-06 3.96174828679857e-05 0.0105863058590368 -5.77493775564319e-07 9.09950598758393e-05 0.0175584046990747
0.1026 1.77518427372014e-05 3.19947399259144e-05 0.00971663414765661 1.83665369450357e-05 6.38274769220889e-05 0.0166611972829421
0.1027 1.77518427372014e-05 3.19947399259144e-05 0.00971663414765661 1.82485710791512e-05 6.59579888845656e-05 0.0166873149745596
0.1028 1.77518427372014e-05 3.19947399259144e-05 0.00971663414765661 1.76487168026423e-05 6.79253903997688e-05 0.0167213979762421
0.1029 1.77518427372014e-05 3.19947399259144e-05 0.00971663414765661 1.71721410982384e-05 6.94604424117533e-05 0.01676028341017
0.103 1.77518427372014e-05 3.19947399259144e-05 0.00971663414765661 1.71139582556589e-05 7.0059077522106e-05 0.0168026957168054
0.1031 4.86197187565277e-05 3.48739750416753e-05 0.00966929784132042 6.35831465099508e-05 5.31088398039682e-05 0.0168961311255256
0.1032 4.86197187565277e-05 3.48739750416753e-05 0.00966929784132042 6.29236824085689e-05 5.33220414745082e-05 0.0169433984160119
0.1033 4.86197187565277e-05 3.48739750416753e-05 0.00966929784132042 6.23200366085118e-05 5.23874890123427e-05 0.0169950282095724
0.1034 4.86197187565277e-05 3.48739750416753e-05 0.00966929784132042 6.16117084719205e-05 5.13947995000572e-05 0.017049705638198
0.1035 4.86197187565277e-05 3.48739750416753e-05 0.00966929784132042 6.07688840869985e-05 4.99483276646829e-05 0.0171065835007723
0.1036 3.24296194977866e-05 5.37042478130831e-05 0.00998832630794044 3.26207886676608e-05 7.05642844619556e-05 0.0175300655867048
0.1037 3.24296194977866e-05 5.37042478130831e-05 0.00998832630794044 3.15182567152673e-05 6.79527684694775e-05 0.0175862915879301
0.1038 3.24296194977866e-05 5.37042478130831e-05 0.00998832630794044 3.01587849893752e-05 6.51436913052591e-05 0.0176454832529152
0.1039 3.24296194977866e-05 5.37042478130831e-05 0.00998832630794044 2.85753520807879e-05 6.16786896593179e-05 0.0177081526077807
0.104 3.24296194977866e-05 5.37042478130831e-05 0.00998832630794044 2.69694081502123e-05 5.83513285541049e-05 0.0177750412313014
0.1041 2.45619166178755e-05 5.34498076593477e-05 0.0106466485474105 1.8962859226531e-05 5.81054988201168e-05 0.0187332550514211
0.1042 2.45619166178755e-05 5.34498076593477e-05 0.0106466485474105 1.68669764157297e-05 5.4845061396387e-05 0.0187933092223801
0.1043 2.45619166178755e-05 5.34498076593477e-05 0.0106466485474105 1.44122255303164e-05 5.1602383589791e-05 0.0188581186019721
0.1044 2.45619166178755e-05 5.34498076593477e-05 0.0106466485474105 1.17038231270809e-05 4.84360958136597e-05 0.0189271954388213
0.1045 2.45619166178755e-05 5.34498076593477e-05 0.0106466485474105 8.79484020590773e-06 4.54323069586223e-05 0.0190007482876931
0.1046 2.44719085709088e-05 3.88724222851046e-05 0.0114900024775841 1.30380047072447e-05 3.16445504029941e-05 0.0202355945546011
0.1047 2.44719085709088e-05 3.88724222851046e-05 0.0114900024775841 9.70981871372893e-06 2.76957783775856e-05 0.0202977806449709
0.1048 2.44719085709088e-05 3.88724222851046e-05 0.0114900024775841 6.42607943529603e-06 2.30912909875297e-05 0.0203639428626123
0.1049 2.44719085709088e-05 3.88724222851046e-05 0.0114900024775841 3.13939225841315e-06 1.8507702991748e-05 0.020433207405711
0.105 2.44719085709088e-05 3.88724222851046e-05 0.0114900024775841 6.30297489967121e-09 1.41811579388705e-05 0.0205051818823931
0.1051 1.42045547059812e-05 3.79795202963385e-05 0.0123577432812852 -1.04304262815475e-05 2.21049169570754e-05 0.0217523934725125
0.1052 1.42045547059812e-05 3.79795202963385e-05 0.0123577432812852 -1.32936295746677e-05 1.76201962794225e-05 0.0218124757324181
0.1053 1.42045547059812e-05 3.79795202963385e-05 0.0123577432812852 -1.62979097227728e-05 1.35405135420422e-05 0.0218763169826053
0.1054 1.42045547059812e-05 3.79795202963385e-05 0.0123577432812852 -1.9406894569712e-05 9.84138872305979e-06 0.0219416073180878
0.1055 1.42045547059812e-05 3.79795202963385e-05 0.0123577432812852 -2.20583881840303e-05 7.0156550213663e-06 0.0220085240963925
0.1056 -1.1918331181097e-05 4.64011447131489e-05 0.0131411768263255 -5.14092193317009e-05 3.74113143263699e-05 0.0231030421669245
0.1057 -1.1918331181097e-05 4.64011447131489e-05 0.0131411768263255 -5.11912369704525e-05 3.60978332050471e-05 0.0231566119077882
0.1058 -1.1918331181097e-05 4.64011447131489e-05 0.0131411768263255 -5.00652822743345e-05 3.4795653548714e-05 0.0232121156735459
0.1059 -1.1918331181097e-05 4.64011447131489e-05 0.0131411768263255 -4.78382695717068e-05 3.35184080155297e-05 0.0232698272359303
0.106 -1.1918331181097e-05 4.64011447131489e-05 0.0131411768263255 -4.51350314905549e-05 3.14400582832744e-05 0.0233279977728838
0.1061 -4.79059054299757e-05 5.15539437252612e-05 0.013886099775538 -8.97680062662904e-05 5.42458187172793e-05 0.0243459802320058
0.1062 -4.79059054299757e-05 5.15539437252612e-05 0.013886099775538 -8.84677397645817e-05 4.91217244260918e-05 0.0243872957231933
0.1063 -4.79059054299757e-05 5.15539437252612e-05 0.013886099775538 -8.68620881572575e-05 4.40202765184459e-05 0.0244301061826419
0.1064 -4.79059054299757e-05 5.15539437252612e-05 0.013886099775538 -8.45747633023701e-05 3.98372805084855e-05 0.0244731684076786
0.1065 -4.79059054299757e-05 5.15539437252612e-05 0.013886099775538 -8.18024112008433e-05 3.63440762060738e-05 0.0245152569537217
0.1066 -5.96316253255764e-05 6.56814534050854e-05 0.0145529444945608 -0.000101397431052224 6.56107087521571e-05 0.0254115938405973
0.1067 -5.96316253255764e-05 6.56814534050854e-05 0.0145529444945608 -9.84227943330676e-05 6.32182801934739e-05 0.0254362662607674
0.1068 -5.96316253255764e-05 6.56814534050854e-05 0.0145529444945608 -9.6133736182807e-05 6.11223001067675e-05 0.0254608813992372
0.1069 -5.96316253255764e-05 6.56814534050854e-05 0.0145529444945608 -9.42538630848057e-05 5.95119449898723e-05 0.0254850810693381
0.107 -5.96316253255764e-05 6.56814534050854e-05 0.0145529444945608 -9.31094308632857e-05 5.85970440129695e-05 0.0255085053203868
0.1071 -4.82947843824066e-05 5.41901434969598e-05 0.0151546472982349 -8.56833239652461e-05 5.93321450843852e-05 0.0263416412929711
0.1072 -4.82947843824066e-05 5.41901434969598e-05 0.0151546472982349 -8.64726381725658e-05 5.92233397980792e-05 0.0263507250862474
0.1073 -4.82947843824066e-05 5.41901434969598e-05 0.0151546472982349 -8.82908532969271e-05 5.93361545553679e-05 0.0263607177317186
0.1074 -4.82947843824066e-05 5.41901434969598e-05 0.0151546472982349 -9.07000608212941e-05 5.94742909959537e-05 0.0263701124149109
0.1075 -4.82947843824066e-05 5.41901434969598e-05 0.0151546472982349 -9.30838815780902e-05 5.97532037399421e-05 0.0263785282718209
0.1076 -2.70701908408559e-05 5.36631656251935e-05 0.0157027518611223 -7.23966408504686e-05 6.89069674163991e-05 0.0271837017249198
0.1077 -2.70701908408559e-05 5.36631656251935e-05 0.0157027518611223 -7.37347914380203e-05 6.88948616003233e-05 0.0271779462332897
0.1078 -2.70701908408559e-05 5.36631656251935e-05 0.0157027518611223 -7.37863207841056e-05 6.89872520006439e-05 0.0271735057184561
0.1079 -2.70701908408559e-05 5.36631656251935e-05 0.0157027518611223 -7.31915488072976e-05 6.93917652019243e-05 0.0271698530632318
0.108 -2.70701908408559e-05 5.36631656251935e-05 0.0157027518611223 -7.24114930053016e-05 7.04517668001764e-05 0.0271662339523829
0.1081 -4.68127394564497e-05 3.73488140747043e-05 0.0162285251775802 -9.75001144539569e-05 4.60039201471752e-05 0.0280016337645381
0.1082 -4.68127394564497e-05 3.73488140747043e-05 0.0162285251775802 -9.70950705174527e-05 4.90812003460586e-05 0.0279838809312987
0.1083 -4.68127394564497e-05 3.73488140747043e-05 0.0162285251775802 -9.72123970526953e-05 5.31923268854587e-05 0.0279673492524259
0.1084 -4.68127394564497e-05 3.73488140747043e-05 0.0162285251775802 -9.77187373906263e-05 5.78296408859065e-05 0.027952297998847
0.1085 -4.68127394564497e-05 3.73488140747043e-05 0.0162285251775802 -9.85360992577394e-05 6.24456574204436e-05 0.0279385575856286
0.1086 -4.04085925549395e-05 1.51735033045326e-05 0.0166590726297656 -8.801681196547e-05 2.68901644049229e-05 0.0286674168884745
0.1087 -4.04085925549395e-05 1.51735033045326e-05 0.0166590726297656 -8.95041734784609e-05 3.19537170171142e-05 0.0286444504763909
0.1088 -4.04085925549395e-05 1.51735033045326e-05 0.0166590726297656 -9.09682805759434e-05 3.7102119558666e-05 0.0286244629051814
0.1089 -4.04085925549395e-05 1.51735033045326e-05 0.0166590726297656 -9.18963551424702e-05 4.24169493750552e-05 0.028606569940204
0.109 -4.04085925549395e-05 1.51735033045326e-05 0.0166590726297656 -9.23411663529854e-05 4.81213183618477e-05 0.0285902307089547
0.1091 -5.74779938475413e-05 3.51536981947174e-05 0.0170179871386671 -0.000119124308738963 6.73473653244795e-05 0.029256268684238
0.1092 -5.74779938475413e-05 3.51536981947174e-05 0.0170179871386671 -0.000117472361121475 7.25609544879685e-05 0.0292314766345806
0.1093 -5.74779938475413e-05 3.51536981947174e-05 0.0170179871386671 -0.000115040246874911 7.7785254916457e-05 0.0292093521381449
0.1094 -5.74779938475413e-05 3.51536981947174e-05 0.0170179871386671 -0.0001120294385237 8.24643932523303e-05 0.0291902563765326
0.1095 -5.74779938475413e-05 3.51536981947174e-05 0.0170179871386671 -0.000109137715904106 8.64326821942199e-05 0.0291746830515462
0.1096 -7.04774150696727e-05 6.56148550047114e-05 0.0173775840365342 -0.000124281182583748 0.000114746691462616 0.0298631331316905
0.1097 -7.04774150696727e-05 6.56148550047114e-05 0.0173775840365342 -0.000120929095071269 0.000119130222749048 0.0298410058453804
0.1098 -7.04774150696727e-05 6.56148550047114e-05 0.0173775840365342 -0.000118166179914607 0.000122991198734853 0.0298211804868301
0.1099 -7.04774150696727e-05 6.56148550047114e-05 0.0173775840365342 -0.000116244379767815 0.000126579810373177 0.0298038530480939
0.11 -7.04774150696727e-05 6.56148550047114e-05 0.0173775840365342 -0.000113919858600612 0.000129962102190398 0.0297897232459719
0.1101 -6.35897767355533e-05 8.24053162664404e-05 0.0177387206652092 -0.000111928762334787 0.000136152996111214 0.0304854872214095
0.1102 -6.35897767355533e-05 8.24053162664404e-05 0.0177387206652092 -0.00010849816503435 0.000139364824825587 0.0304632308083019
0.1103 -6.35897767355533e-05 8.24053162664404e-05 0.0177387206652092 -0.000105502952586838 0.000141582145197103 0.0304422539438775
0.1104 -6.35897767355533e-05 8.24053162664404e-05 0.0177387206652092 -0.000103408332671821 0.000142763615878992 0.0304228054634724
0.1105 -6.35897767355533e-05 8.24053162664404e-05 0.0177387206652092 -0.000102401838321583 0.000143375593440039 0.030405186158249
0.1106 -3.66810531818288e-05 8.03843124380814e-05 0.0179932797821102 -7.67361829339241e-05 0.000121587118263043 0.030915623144372
0.1107 -3.66810531818288e-05 8.03843124380814e-05 0.0179932797821102 -7.71188827424675e-05 0.000122905082980877 0.0308934166304737
0.1108 -3.66810531818288e-05 8.03843124380814e-05 0.0179932797821102 -7.73651824835199e-05 0.00012451605119844 0.0308738139116545
0.1109 -3.66810531818288e-05 8.03843124380814e-05 0.0179932797821102 -7.7318346111406e-05 0.000126166438589645 0.0308572330034517
0.111 -3.66810531818288e-05 8.03843124380814e-05 0.0179932797821102 -7.73850933103999e-05 0.000127766895465986 0.0308431344201175
0.1111 -4.66264726689528e-05 7.81373808882712e-05 0.0181969964481001 -0.000104765914221173 0.000118572530586702 0.0312749955222813
0.1112 -4.66264726689528e-05 7.81373808882712e-05 0.0181969964481001 -0.000104704270637676 0.000119542763377143 0.0312578007595244
0.1113 -4.66264726689528e-05 7.81373808882712e-05 0.0181969964481001 -0.000104965191439602 0.00011966052596964 0.0312427200825382
0.1114 -4.66264726689528e-05 7.81373808882712e-05 0.0181969964481001 -0.000105538152357923 0.000118979436872908 0.0312295067468594
0.1115 -4.66264726689528e-05 7.81373808882712e-05 0.0181969964481001 -0.000106337991827047 0.000117718060879864 0.0312182616403446
0.1116 -4.08373181192458e-05 9.7974326135849e-05 0.0183914643799203 -9.91527250663838e-05 0.000139049549260231 0.0316467836662746
0.1117 -4.08373181192458e-05 9.7974326135849e-05 0.0183914643799203 -0.000100377124350506 0.000136873100622471 0.0316334108606056
0.1118 -4.08373181192458e-05 9.7974326135849e-05 0.0183914643799203 -0.000101581176745223 0.000134634503205426 0.0316237218759556
0.1119 -4.08373181192458e-05 9.7974326135849e-05 0.0183914643799203 -0.000102703367817351 0.000132528818184006 0.0316178368086492
0.112 -4.08373181192458e-05 9.7974326135849e-05 0.0183914643799203 -0.000104090558013082 0.000130162115982285 0.0316144998516302
0.1121 -3.50662441119757e-05 0.000113315421064004 0.018025072080892 -8.37574807513555e-05 0.000138137117917491 0.0311260795764221
0.1122 -3.50662441119757e-05 0.000113315421064004 0.018025072080892 -8.64245776565552e-05 0.000136079008090232 0.0311380703394334
0.1123 -3.50662441119757e-05 0.000113315421064004 0.018025072080892 -8.96044359918628e-05 0.000134689021638595 0.0311528285428431
0.1124 -3.50662441119757e-05 0.000113315421064004 0.018025072080892 -9.24181517598886e-05 0.000133825301181081 0.0311700934527285
0.1125 -3.50662441119757e-05 0.000113315421064004 0.018025072080892 -9.48839602001177e-05 0.000132962428283891 0.031189369745459
0.1126 3.13221813115992e-06 9.65580470505398e-05 0.0186012580577523 -5.13230880651526e-05 0.000143392119679703 0.0322437681567561
0.1127 3.13221813115992e-06 9.65580470505398e-05 0.0186012580577523 -5.42664640079242e-05 0.000141574533410375 0.0322476957066843
0.1128 3.13221813115992e-06 9.65580470505398e-05 0.0186012580577523 -5.67687558452476e-05 0.000139161439451033 0.0322533356890897
0.1129 3.13221813115992e-06 9.65580470505398e-05 0.0186012580577523 -5.87919456221847e-05 0.000136196562719007 0.0322605778589049
0.113 3.13221813115992e-06 9.65580470505398e-05 0.0186012580577523 -6.06291330618338e-05 0.00013272201678784 0.0322693111577472
0.1131 -2.62541958605342e-05 9.0851275306069e-05 0.0197196235113156 -8.51973383929402e-05 0.000118053319590707 0.034028782341915
0.1132 -2.62541958605342e-05 9.0851275306069e-05 0.0197196235113156 -8.59499880991857e-05 0.000114385308258936 0.0340109951180964
0.1133 -2.62541958605342e-05 9.0851275306069e-05 0.0197196235113156 -8.58094291035254e-05 0.000110856576435606 0.033997003629366
0.1134 -2.62541958605342e-05 9.0851275306069e-05 0.0197196235113156 -8.64624399717224e-05 0.000107160307143192 0.0339863468765043
0.1135 -2.62541958605342e-05 9.0851275306069e-05 0.0197196235113156 -8.74936697966741e-05 0.000103650730224613 0.0339788530776848
0.1136 -3.62922532350335e-05 8.31092250346851e-05 0.0200489921481706 -8.92549243417016e-05 0.000104403661842718 0.0345093133015239
0.1137 -3.62922532350335e-05 8.31092250346851e-05 0.0200489921481706 -9.03747806619633e-05 0.000101712648264331 0.0344998337285845
0.1138 -3.62922532350335e-05 8.31092250346851e-05 0.0200489921481706 -9.12325454041382e-05 9.89446481090727e-05 0.0344933388348865
0.1139 -3.62922532350335e-05 8.31092250346851e-05 0.0200489921481706 -9.18178702125261e-05 9.6000524241024e-05 0.034489800095499
0.114 -3.62922532350335e-05 8.31092250346851e-05 0.0200489921481706 -9.19445912511517e-05 9.35398777147548e-05 0.0344893531739161
0.1141 -3.76069248413129e-05 8.55712071184219e-05 0.0202602204102859 -9.16415605417533e-05 0.000100413577272505 0.0349306333034886
0.1142 -3.76069248413129e-05 8.55712071184219e-05 0.0202602204102859 -9.16285574902662e-05 9.91736024083732e-05 0.0349303976229986
0.1143 -3.76069248413129e-05 8.55712071184219e-05 0.0202602204102859 -9.1914778191803e-05 9.82462207941817e-05 0.0349337566634023
0.1144 -3.76069248413129e-05 8.55712071184219e-05 0.0202602204102859 -9.26651589475042e-05 9.75403276206318e-05 0.0349400161053395
0.1145 -3.76069248413129e-05 8.55712071184219e-05 0.0202602204102859 -9.35506487027231e-05 9.70704880981106e-05 0.0349491390869151
0.1146 2.02928607571592e-05 3.07174246900814e-05 0.0205552906226406 -1.41808704924496e-05 2.60434988635071e-05 0.0354947411715467
0.1147 2.02928607571592e-05 3.07174246900814e-05 0.0205552906226406 -1.62890307376485e-05 2.60511864174102e-05 0.0354996999228863
0.1148 2.02928607571592e-05 3.07174246900814e-05 0.0205552906226406 -1.80853666570154e-05 2.60722067601966e-05 0.0355069674469652
0.1149 2.02928607571592e-05 3.07174246900814e-05 0.0205552906226406 -1.87520208185915e-05 2.58889005442978e-05 0.0355155887952159
0.115 2.02928607571592e-05 3.07174246900814e-05 0.0205552906226406 -1.85771244570104e-05 2.52924564940282e-05 0.0355248024433383
0.1151 -3.94244259130206e-05 0.00012261288793993 0.0214310194840314 -9.36453527019028e-05 0.00017943429994312 0.0369864077382882
0.1152 -3.94244259130206e-05 0.00012261288793993 0.0214310194840314 -9.23371219634546e-05 0.000177219405579357 0.0369734242136125
0.1153 -3.94244259130206e-05 0.00012261288793993 0.0214310194840314 -9.04167474414236e-05 0.00017510072126402 0.0369627513966446
0.1154 -3.94244259130206e-05 0.00012261288793993 0.0214310194840314 -8.83303143561232e-05 0.000172284955327164 0.0369537576567876
0.1155 -3.94244259130206e-05 0.00012261288793993 0.0214310194840314 -8.60843952488945e-05 0.000168558711106696 0.0369468043881645
0.1156 -4.66065398979828e-05 0.000126712116407034 0.0217608316432549 -8.97884561077939e-05 0.0001715862005309 0.037469523977617
0.1157 -4.66065398979828e-05 0.000126712116407034 0.0217608316432549 -8.74645437571216e-05 0.000167063280468297 0.0374603331626054
0.1158 -4.66065398979828e-05 0.000126712116407034 0.0217608316432549 -8.53615094059028e-05 0.000162852974997573 0.0374551177388729
0.1159 -4.66065398979828e-05 0.000126712116407034 0.0217608316432549 -8.39116908750478e-05 0.000159121317990467 0.0374535262063504
0.116 -4.66065398979828e-05 0.000126712116407034 0.0217608316432549 -8.30753579120823e-05 0.00015605226716364 0.0374555763210776
0.1161 -3.3134560581337e-05 0.00012724759518376 0.0222929766715508 -7.28698875491724e-05 0.000169271026551238 0.038401936898741
0.1162 -3.3134560581337e-05 0.00012724759518376 0.0222929766715508 -7.31271313571321e-05 0.000167278874686205 0.0383955657750385
0.1163 -3.3134560581337e-05 0.00012724759518376 0.0222929766715508 -7.37168057516576e-05 0.000165266585079239 0.0383928017187415
0.1164 -3.3134560581337e-05 0.00012724759518376 0.0222929766715508 -7.48344019278371e-05 0.000162871900974189 0.0383934560295262
0.1165 -3.3134560581337e-05 0.00012724759518376 0.0222929766715508 -7.56659140735185e-05 0.000161647692315365 0.0383978170708884
0.1166 -3.90056036102197e-06 0.000147797685339788 0.0226660372020621 -4.52281560592669e-05 0.000214232570972669 0.0391009079714866
0.1167 -3.90056036102197e-06 0.000147797685339788 0.0226660372020621 -4.61939375378513e-05 0.000213393146172534 0.0390992650917757
0.1168 -3.90056036102197e-06 0.000147797685339788 0.0226660372020621 -4.69629890957243e-05 0.000212947840452235 0.0391005127192535
0.1169 -3.90056036102197e-06 0.000147797685339788 0.0226660372020621 -4.74434996140259e-05 0.000212739262872516 0.0391045837642465
0.117 -3.90056036102197e-06 0.000147797685339788 0.0226660372020621 -4.77177206766767e-05 0.000212637015165202 0.039111100396461
0.1171 -3.27724409047005e-06 0.000135810286602501 0.0230110340136188 -4.11103022310242e-05 0.000200596416711359 0.0397362377874257
0.1172 -3.27724409047005e-06 0.000135810286602501 0.0230110340136188 -4.1236528097019e-05 0.000200646955332624 0.0397369218125039
0.1173 -3.27724409047005e-06 0.000135810286602501 0.0230110340136188 -4.14288513211834e-05 0.000200777344906151 0.0397401042720371
0.1174 -3.27724409047005e-06 0.000135810286602501 0.0230110340136188 -4.16871983591176e-05 0.000200987684113618 0.0397454575646881
0.1175 -3.27724409047005e-06 0.000135810286602501 0.0230110340136188 -4.22087495359435e-05 0.000201077442162168 0.0397528556209175
0.1176 -3.46081552236052e-06 8.89737004260327e-05 0.0234560847848885 -3.92808344526474e-05 0.000142472403475027 0.0404921793262737
0.1177 -3.46081552236052e-06 8.89737004260327e-05 0.0234560847848885 -4.08892282067786e-05 0.000142795466558411 0.0404913613631655
0.1178 -3.46081552236052e-06 8.89737004260327e-05 0.0234560847848885 -4.24293605548378e-05 0.000143511403114812 0.040495247259225
0.1179 -3.46081552236052e-06 8.89737004260327e-05 0.0234560847848885 -4.37164909812165e-05 0.000143989101824693 0.0405019199725558
0.118 -3.46081552236052e-06 8.89737004260327e-05 0.0234560847848885 -4.54452773050916e-05 0.000143591838690335 0.0405107263078204
0.1181 -2.09919637673223e-06 8.7553888852385e-05 0.0238299896278279 -4.59160934779187e-05 0.000134915231709362 0.0411245291488756
0.1182 -2.09919637673223e-06 8.7553888852385e-05 0.0238299896278279 -4.757080585026e-05 0.000133991193022773 0.0411259207161413
0.1183 -2.09919637673223e-06 8.7553888852385e-05 0.0238299896278279 -4.98721121796648e-05 0.000133481683333403 0.0411302801211179
0.1184 -2.09919637673223e-06 8.7553888852385e-05 0.0238299896278279 -5.11793892629723e-05 0.000133250631552973 0.0411380400375471
0.1185 -2.09919637673223e-06 8.7553888852385e-05 0.0238299896278279 -5.14990513840018e-05 0.000133168909048811 0.0411479362192761
0.1186 1.58131141556893e-05 7.44644558259108e-05 0.0240903262817249 -1.40703852342988e-05 0.000110398567270519 0.0415943257809451
0.1187 1.58131141556893e-05 7.44644558259108e-05 0.0240903262817249 -1.49546403206063e-05 0.000110734522717687 0.0416003107303148
0.1188 1.58131141556893e-05 7.44644558259108e-05 0.0240903262817249 -1.59871649731622e-05 0.000111173808918533 0.0416081581453641
0.1189 1.58131141556893e-05 7.44644558259108e-05 0.0240903262817249 -1.69888808320607e-05 0.000112050436994781 0.0416180974869909
0.119 1.58131141556893e-05 7.44644558259108e-05 0.0240903262817249 -1.79270207433919e-05 0.000112788787126852 0.0416300623084635
0.1191 8.3263660970263e-06 5.7377904320867e-05 0.0245072337534545 -2.0043070652038e-05 9.12857933118774e-05 0.0423404568524636
0.1192 8.3263660970263e-06 5.7377904320867e-05 0.0245072337534545 -2.09281678626965e-05 9.23983960598068e-05 0.0423438704295514
0.1193 8.3263660970263e-06 5.7377904320867e-05 0.0245072337534545 -2.15953146943827e-05 9.37359605220522e-05 0.042348756601443
0.1194 8.3263660970263e-06 5.7377904320867e-05 0.0245072337534545 -2.20575263101777e-05 9.52824154539411e-05 0.0423551258032825
0.1195 8.3263660970263e-06 5.7377904320867e-05 0.0245072337534545 -2.20450733131033e-05 9.71841030867316e-05 0.0423637068429607
0.1196 -2.77768170248473e-05 6.04199680720217e-05 0.0251346737638358 -7.99950741418065e-05 9.8545039641911e-05 0.0433849343566561
0.1197 -2.77768170248473e-05 6.04199680720217e-05 0.0251346737638358 -7.91816125892474e-05 0.000100825687791434 0.043379135367605
0.1198 -2.77768170248473e-05 6.04199680720217e-05 0.0251346737638358 -7.80735240318406e-05 0.000102758590429949 0.0433753637307059
0.1199 -2.77768170248473e-05 6.04199680720217e-05 0.0251346737638358 -7.65953182600308e-05 0.000104308156182213 0.0433738569084004
0.12 -2.77768170248473e-05 6.04199680720217e-05 0.0251346737638358 -7.51171486269956e-05 0.000105531548685372 0.0433742909686296
0.1201 -3.92062293831211e-05 8.23027085667972e-05 0.0256554408862116 -8.98359964744647e-05 0.000129248669192812 0.0442345636968712
0.1202 -3.92062293831211e-05 8.23027085667972e-05 0.0256554408862116 -8.79735189836781e-05 0.000130554011847091 0.0442242530516238
0.1203 -3.92062293831211e-05 8.23027085667972e-05 0.0256554408862116 -8.65572580280144e-05 0.000131597355162571 0.0442157887803101
0.1204 -3.92062293831211e-05 8.23027085667972e-05 0.0256554408862116 -8.52576643195959e-05 0.000132558421621643 0.0442094006913024
0.1205 -3.92062293831211e-05 8.23027085667972e-05 0.0256554408862116 -8.39981813807611e-05 0.000133467632668704 0.0442054308402025
0.1206 -1.21867824467748e-05 0.0001050718266879 0.0260264511318946 -4.46578318084743e-05 0.000164911175162284 0.044856058947155
0.1207 -1.21867824467748e-05 0.0001050718266879 0.0260264511318946 -4.42785551136304e-05 0.000165582326596256 0.0448459641415159
0.1208 -1.21867824467748e-05 0.0001050718266879 0.0260264511318946 -4.3958889590936e-05 0.000166369174926866 0.0448386518831232
0.1209 -1.21867824467748e-05 0.0001050718266879 0.0260264511318946 -4.37275996210473e-05 0.000166993287590352 0.0448339945485212
0.121 -1.21867824467748e-05 0.0001050718266879 0.0260264511318946 -4.35775405717196e-05 0.000167446214448224 0.0448317460063511
0.1211 -3.96377077524918e-06 0.000102817908440747 0.0262999394299652 -3.72119488034775e-05 0.000160131690064008 0.0453379072214746
0.1212 -3.96377077524918e-06 0.000102817908440747 0.0262999394299652 -3.71708802619584e-05 0.000160256865528669 0.0453321332878753
